stock_code,corp_name,year,word_count,filename,start_page,end_page
009540,HD한국조선해양,2024,12439,009540_HD한국조선해양.pdf,33,93
006360,GS건설,2024,18770,006360_GS건설.pdf,26,87
004310,현대약품,2024,4378,004310_현대약품.pdf,11,33
055550,신한지주,2024,37241,055550_신한지주.pdf,15,130
058730,다스코,2024,14598,058730_다스코.pdf,15,78
092780,동양피스톤,2024,3683,092780_동양피스톤.pdf,12,28
210540,디와이파워,2024,3608,210540_디와이파워.pdf,13,31
003000,부광약품,2024,5291,003000_부광약품.pdf,20,47
002100,경농,2024,4040,002100_경농.pdf,17,37
015760,한국전력공사,2024,0,015760_한국전력공사.pdf,7,7
013870,지엠비코리아,2024,6687,013870_지엠비코리아.pdf,10,37
004100,태양금속공업,2024,2554,004100_태양금속공업.pdf,12,23
011420,갤럭시아에스엠,2024,1209,011420_갤럭시아에스엠.pdf,15,23
234080,JW생명과학,2024,4245,234080_JW생명과학.pdf,9,31
005010,휴스틸,2024,5076,005010_휴스틸.pdf,5,26
072710,농심홀딩스,2024,20916,072710_농심홀딩스.pdf,5,84
003070,코오롱글로벌,2024,5110,003070_코오롱글로벌.pdf,21,39
137310,에스디바이오센서,2024,6820,137310_에스디바이오센서.pdf,10,35
[정정]025540,한국단자공업,2024,2382,[정정]025540_한국단자공업.pdf,13,25
[정정]129260,인터지스,2024,4107,[정정]129260_인터지스.pdf,18,34
[정정]010130,고려아연,2024,12846,[정정]010130_고려아연.pdf,17,67
005810,풍산홀딩스,2024,7088,005810_풍산홀딩스.pdf,13,39
067830,세이브존I&C,2024,4420,067830_세이브존I&C.pdf,5,28
417310,코람코더원리츠,2024,2569,417310_코람코더원리츠.pdf,4,25
012160,영흥,2024,7209,012160_영흥.pdf,17,44
[정정]011090,에넥스,2024,3450,[정정]011090_에넥스.pdf,17,44
005830,DB손해보험,2024,7609,005830_DB손해보험.pdf,21,53
[정정]139130,DGB금융지주,2024,19503,[정정]139130_DGB금융지주.pdf,30,107
350520,이지스레지던스리츠,2024,921,350520_이지스레지던스리츠.pdf,14,35
002030,아세아,2024,11809,002030_아세아.pdf,14,67
298050,효성첨단소재,2024,5933,298050_효성첨단소재.pdf,12,34
010960,삼호개발,2024,2616,010960_삼호개발.pdf,14,25
017960,한국카본,2024,4691,017960_한국카본.pdf,17,36
001720,신영증권,2024,5547,001720_신영증권.pdf,16,41
003690,코리안리,2024,2299,003690_코리안리.pdf,18,33
015360,예스코홀딩스,2024,2874,015360_예스코홀딩스.pdf,14,27
[정정]003070,코오롱글로벌,2024,5110,[정정]003070_코오롱글로벌.pdf,39,57
002150,도화엔지니어링,2024,4219,002150_도화엔지니어링.pdf,27,43
074610,이엔플러스,2024,4231,074610_이엔플러스.pdf,15,37
032830,삼성생명,2024,13526,032830_삼성생명.pdf,17,75
104700,한국철강,2024,2852,104700_한국철강.pdf,12,26
[정정]013890,지누스,2024,4414,[정정]013890_지누스.pdf,17,37
[정정]175330,JB금융지주,2024,28484,[정정]175330_JB금융지주.pdf,29,126
003550,LG,2024,34086,003550_LG.pdf,39,162
244920,에이플러스에셋,2024,7222,244920_에이플러스에셋.pdf,12,39
001270,부국증권,2024,8956,001270_부국증권.pdf,7,45
214320,이노션,2024,5563,214320_이노션.pdf,16,33
008260,NI스틸,2024,5986,008260_NI스틸.pdf,13,41
[정정]241560,두산밥캣,2024,7083,[정정]241560_두산밥캣.pdf,37,64
012690,모나리자,2024,2461,012690_모나리자.pdf,16,32
003830,대한화섬,2024,1651,003830_대한화섬.pdf,11,20
004960,한신공영,2024,4426,004960_한신공영.pdf,24,41
024720,콜마홀딩스,2024,20635,024720_콜마홀딩스.pdf,17,89
034590,인천도시가스,2024,1976,034590_인천도시가스.pdf,14,22
011170,롯데케미칼,2024,18146,011170_롯데케미칼.pdf,9,70
[정정]012330,현대모비스,2024,7779,[정정]012330_현대모비스.pdf,27,54
000650,천일고속,2024,450,000650_천일고속.pdf,10,13
051910,LG화학,2024,11276,051910_LG화학.pdf,18,63
[정정]007070,GS리테일,2024,19598,[정정]007070_GS리테일.pdf,83,154
069460,대호에이엘,2024,3648,069460_대호에이엘.pdf,18,34
[정정]009900,명신산업,2024,4574,[정정]009900_명신산업.pdf,23,46
[정정]381970,케이카,2024,6875,[정정]381970_케이카.pdf,2,36
013000,세우글로벌,2024,1749,013000_세우글로벌.pdf,10,18
005360,모나미,2024,4129,005360_모나미.pdf,14,33
014130,한익스프레스,2024,5944,014130_한익스프레스.pdf,12,39
[정정]161390,한국타이어앤테크놀로지,2024,6696,[정정]161390_한국타이어앤테크놀로지.pdf,27,58
026940,부국철강,2024,2010,026940_부국철강.pdf,9,21
336370,솔루스첨단소재,2024,828,336370_솔루스첨단소재.pdf,14,16
018250,애경산업,2024,4301,018250_애경산업.pdf,12,25
280360,롯데웰푸드,2024,8857,280360_롯데웰푸드.pdf,19,46
[정정]012170,아센디오,2024,1091,[정정]012170_아센디오.pdf,19,25
[정정]073240,금호타이어,2024,3135,[정정]073240_금호타이어.pdf,22,37
015890,태경산업,2024,5882,015890_태경산업.pdf,18,52
024090,디씨엠,2024,3440,024090_디씨엠.pdf,12,28
024890,대원화성,2024,3633,024890_대원화성.pdf,11,28
003850,보령,2024,8848,003850_보령.pdf,6,58
[정정]298040,효성중공업,2024,6275,[정정]298040_효성중공업.pdf,28,49
[정정]105560,KB금융,2024,51437,[정정]105560_KB금융.pdf,12,218
[정정]003240,태광산업,2024,3779,[정정]003240_태광산업.pdf,305,325
460850,동국씨엠,2024,577,460850_동국씨엠.pdf,5,8
017800,현대엘리베이터,2024,10347,017800_현대엘리베이터.pdf,5,48
004700,조광피혁,2024,2256,004700_조광피혁.pdf,9,20
004370,농심,2024,9725,004370_농심.pdf,6,48
034020,두산에너빌리티,2024,18462,034020_두산에너빌리티.pdf,19,76
023810,인팩,2024,4151,023810_인팩.pdf,13,40
001060,JW중외제약,2024,8023,001060_JW중외제약.pdf,12,41
005950,이수화학,2024,10931,005950_이수화학.pdf,17,61
[정정]002020,코오롱,2024,9013,[정정]002020_코오롱.pdf,23,61
293940,신한알파리츠,2024,862,293940_신한알파리츠.pdf,12,19
400760,NH올원리츠,2024,1384,400760_NH올원리츠.pdf,11,27
000680,LS네트웍스,2024,7214,000680_LS네트웍스.pdf,17,44
007340,DN오토모티브,2024,3822,007340_DN오토모티브.pdf,5,22
[정정]086790,하나금융지주,2024,22793,[정정]086790_하나금융지주.pdf,30,109
025860,남해화학,2024,3091,025860_남해화학.pdf,11,27
014440,영보화학,2024,3387,014440_영보화학.pdf,11,27
079980,휴비스,2024,3802,079980_휴비스.pdf,5,21
[정정]462520,조선내화,2024,3565,[정정]462520_조선내화.pdf,13,31
004770,써니전자,2024,2606,004770_써니전자.pdf,12,22
207940,삼성바이오로직스,2024,8524,207940_삼성바이오로직스.pdf,19,52
192400,쿠쿠홀딩스,2024,4060,192400_쿠쿠홀딩스.pdf,14,31
001770,SHD,2024,1851,001770_SHD.pdf,9,18
003470,유안타증권,2024,7562,003470_유안타증권.pdf,18,49
019680,대교,2024,9960,019680_대교.pdf,6,44
011330,유니켐,2024,0,011330_유니켐.pdf,-1,-1
122900,아이마켓코리아,2024,4045,122900_아이마켓코리아.pdf,16,30
[정정]079430,현대리바트,2024,4723,[정정]079430_현대리바트.pdf,18,37
003530,한화투자증권,2024,11968,003530_한화투자증권.pdf,29,77
035510,신세계I&C,2024,3994,035510_신세계I&C.pdf,18,35
145990,삼양사,2024,8466,145990_삼양사.pdf,18,55
025530,에스제이엠홀딩스,2024,7598,025530_에스제이엠홀딩스.pdf,17,57
088350,한화생명,2024,21673,088350_한화생명.pdf,26,122
298020,효성티앤씨,2024,6890,298020_효성티앤씨.pdf,18,38
053690,한미글로벌,2024,5138,053690_한미글로벌.pdf,12,30
161390,한국타이어앤테크놀로지,2024,6696,161390_한국타이어앤테크놀로지.pdf,22,53
000520,삼일제약,2024,4757,000520_삼일제약.pdf,14,37
015860,일진홀딩스,2024,14477,015860_일진홀딩스.pdf,11,67
[정정]004890,동일산업,2024,3356,[정정]004890_동일산업.pdf,17,34
081000,일진다이아,2024,10502,081000_일진다이아.pdf,15,53
[정정]000670,영풍,2024,8032,[정정]000670_영풍.pdf,24,50
007540,샘표,2024,3978,007540_샘표.pdf,5,23
029780,삼성카드,2024,3941,029780_삼성카드.pdf,32,49
272550,삼양패키징,2024,5298,272550_삼양패키징.pdf,5,26
011090,에넥스,2024,3450,011090_에넥스.pdf,15,42
009580,무림P&P,2024,9067,009580_무림P&P.pdf,5,46
[정정]352820,하이브,2024,15205,[정정]352820_하이브.pdf,22,70
008420,문배철강,2024,3925,008420_문배철강.pdf,13,34
010100,한국무브넥스,2024,2088,010100_한국무브넥스.pdf,13,22
066570,LG전자,2024,11018,066570_LG전자.pdf,26,64
037710,광주신세계,2024,771,037710_광주신세계.pdf,21,24
[정정]049800,우진플라임,2024,3505,[정정]049800_우진플라임.pdf,42,58
017670,SK텔레콤,2024,7390,017670_SK텔레콤.pdf,26,55
006880,신송홀딩스,2024,1735,006880_신송홀딩스.pdf,15,21
900140,엘브이엠씨,2024,5863,900140_엘브이엠씨.pdf,12,29
079550,LIG넥스원,2024,8137,079550_LIG넥스원.pdf,6,39
094280,효성 ITX,2024,8376,094280_효성 ITX.pdf,5,36
049770,동원F&B,2024,4894,049770_동원F&B.pdf,26,49
036570,엔씨소프트,2024,3670,036570_엔씨소프트.pdf,14,30
[정정]344820,케이씨씨글라스,2024,3988,[정정]344820_케이씨씨글라스.pdf,50,73
[정정]249420,일동제약,2024,7633,[정정]249420_일동제약.pdf,12,47
[정정]086280,현대글로비스,2024,8389,[정정]086280_현대글로비스.pdf,172,198
047040,대우건설,2024,11346,047040_대우건설.pdf,17,51
012630,HDC,2024,20118,012630_HDC.pdf,15,88
115390,락앤락,2024,2634,115390_락앤락.pdf,12,23
375500,DL이앤씨,2024,7794,375500_DL이앤씨.pdf,25,55
300720,한일시멘트,2024,9251,300720_한일시멘트.pdf,32,65
004540,깨끗한나라,2024,3149,004540_깨끗한나라.pdf,15,29
003540,대신증권,2024,17035,003540_대신증권.pdf,30,96
019440,세아특수강,2024,3674,019440_세아특수강.pdf,14,29
[정정]005420,코스모화학,2024,9712,[정정]005420_코스모화학.pdf,2,49
001820,삼화콘덴서공업,2024,4040,001820_삼화콘덴서공업.pdf,11,30
009290,광동제약,2024,5216,009290_광동제약.pdf,22,50
126720,수산인더스트리,2024,3955,126720_수산인더스트리.pdf,14,29
023000,삼원강재,2024,6521,023000_삼원강재.pdf,6,38
[정정]363280,티와이홀딩스,2024,32150,[정정]363280_티와이홀딩스.pdf,22,133
078520,에이블씨엔씨,2024,3688,078520_에이블씨엔씨.pdf,14,30
028050,삼성E&A,2024,9167,028050_삼성E&A.pdf,6,46
063160,종근당바이오,2024,9069,063160_종근당바이오.pdf,5,42
072130,유엔젤,2024,5253,072130_유엔젤.pdf,15,33
111110,호전실업,2024,6745,111110_호전실업.pdf,5,31
034120,SBS,2024,6252,034120_SBS.pdf,12,42
284740,쿠쿠홈시스,2024,3439,284740_쿠쿠홈시스.pdf,14,27
[정정]001470,삼부토건,2024,4469,[정정]001470_삼부토건.pdf,18,33
[정정]214320,이노션,2024,5563,[정정]214320_이노션.pdf,22,39
007660,이수페타시스,2024,4456,007660_이수페타시스.pdf,12,38
097520,엠씨넥스,2024,6524,097520_엠씨넥스.pdf,13,40
030000,제일기획,2024,2493,030000_제일기획.pdf,12,23
003030,세아제강지주,2024,3491,003030_세아제강지주.pdf,19,34
344820,케이씨씨글라스,2024,3988,344820_케이씨씨글라스.pdf,32,55
011760,현대코퍼레이션,2024,4897,011760_현대코퍼레이션.pdf,18,38
214330,금호에이치티,2024,12818,214330_금호에이치티.pdf,20,80
195870,해성디에스,2024,5085,195870_해성디에스.pdf,12,34
377190,디앤디플랫폼리츠,2024,1305,377190_디앤디플랫폼리츠.pdf,13,21
226320,잇츠한불,2024,3983,226320_잇츠한불.pdf,5,24
020560,아시아나항공,2024,7802,020560_아시아나항공.pdf,22,52
[정정]000480,시알홀딩스,2024,6046,[정정]000480_시알홀딩스.pdf,23,52
010600,웰바이오텍,2024,0,010600_웰바이오텍.pdf,-1,-1
016740,두올,2024,5058,016740_두올.pdf,11,30
136490,선진,2024,7115,136490_선진.pdf,14,64
077970,STX엔진,2024,5199,077970_STX엔진.pdf,13,34
[정정]028260,삼성물산,2024,13673,[정정]028260_삼성물산.pdf,56,121
103140,풍산,2024,5447,103140_풍산.pdf,13,33
000300,대유플러스,2024,8609,000300_대유플러스.pdf,15,49
009190,대양금속,2024,6720,009190_대양금속.pdf,5,36
016090,대현,2024,2294,016090_대현.pdf,10,20
451800,한화리츠,2024,2042,451800_한화리츠.pdf,10,30
001450,현대해상,2024,4100,001450_현대해상.pdf,13,33
383220,F&F,2024,4342,383220_F&F.pdf,13,28
004250,엔피씨,2024,3712,004250_엔피씨.pdf,15,36
035720,카카오,2024,619,035720_카카오.pdf,28,29
003460,유화증권,2024,2496,003460_유화증권.pdf,12,28
123890,한국자산신탁,2024,5018,123890_한국자산신탁.pdf,13,31
009270,신원,2024,3325,009270_신원.pdf,15,33
155660,DSR,2024,4984,155660_DSR.pdf,10,29
457190,이수스페셜티케미컬,2024,2593,457190_이수스페셜티케미컬.pdf,14,28
[정정]066970,엘앤에프,2024,5291,[정정]066970_엘앤에프.pdf,23,46
[정정]030200,케이티,2024,45301,[정정]030200_케이티.pdf,9,157
005070,코스모신소재,2024,2617,005070_코스모신소재.pdf,12,23
002020,코오롱,2024,9013,002020_코오롱.pdf,18,56
008060,대덕,2024,5782,008060_대덕.pdf,15,47
003480,한진중공업홀딩스,2024,7983,003480_한진중공업홀딩스.pdf,15,55
002460,HS화성,2024,5551,002460_HS화성.pdf,5,30
002390,한독,2024,8198,002390_한독.pdf,16,62
007310,오뚜기,2024,5758,007310_오뚜기.pdf,41,79
036460,한국가스공사,2024,10785,036460_한국가스공사.pdf,19,56
145720,덴티움,2024,6529,145720_덴티움.pdf,15,47
001130,대한제분,2024,4155,001130_대한제분.pdf,19,39
008600,윌비스,2024,2275,008600_윌비스.pdf,12,25
[정정]001290,상상인증권,2024,2992,[정정]001290_상상인증권.pdf,17,32
000270,기아,2024,7692,000270_기아.pdf,22,59
025560,미래산업,2024,2465,025560_미래산업.pdf,48,59
[정정]069640,한세엠케이,2024,6704,[정정]069640_한세엠케이.pdf,7,35
000640,동아쏘시오홀딩스,2024,9087,000640_동아쏘시오홀딩스.pdf,5,41
006110,삼아알미늄,2024,3209,006110_삼아알미늄.pdf,14,37
078930,GS,2024,33148,078930_GS.pdf,42,169
[정정]008500,일정실업,2024,2336,[정정]008500_일정실업.pdf,12,24
042700,한미반도체,2024,3004,042700_한미반도체.pdf,13,27
001290,상상인증권,2024,2992,001290_상상인증권.pdf,13,28
[정정]084690,대상홀딩스,2024,17208,[정정]084690_대상홀딩스.pdf,31,100
024110,기업은행,2024,9500,024110_기업은행.pdf,26,69
[정정]036460,한국가스공사,2024,10785,[정정]036460_한국가스공사.pdf,45,82
017940,E1,2024,15113,017940_E1.pdf,6,60
[정정]017370,우신시스템,2024,7001,[정정]017370_우신시스템.pdf,8,46
089860,롯데렌탈,2024,4500,089860_롯데렌탈.pdf,23,39
395400,SK리츠,2024,4783,395400_SK리츠.pdf,13,39
017390,서울도시가스,2024,3216,017390_서울도시가스.pdf,17,36
017900,광전자,2024,5460,017900_광전자.pdf,11,37
014910,성문전자,2024,4196,014910_성문전자.pdf,5,28
007210,벽산,2024,7323,007210_벽산.pdf,12,40
[정정]032640,LG유플러스,2024,13199,[정정]032640_LG유플러스.pdf,57,108
[정정]130660,한전산업,2024,3378,[정정]130660_한전산업.pdf,17,32
015260,에이엔피,2024,2770,015260_에이엔피.pdf,18,35
011070,LG이노텍,2024,1186,011070_LG이노텍.pdf,18,22
028670,팬오션,2024,5020,028670_팬오션.pdf,13,30
047810,한국항공우주,2024,11168,047810_한국항공우주.pdf,16,61
005180,빙그레,2024,2243,005180_빙그레.pdf,11,21
138930,BNK금융지주,2024,30369,138930_BNK금융지주.pdf,23,143
006650,대한유화,2024,4342,006650_대한유화.pdf,16,35
009150,삼성전기,2024,7409,009150_삼성전기.pdf,6,39
178920,PI첨단소재,2024,6452,178920_PI첨단소재.pdf,5,27
018880,한온시스템,2024,10866,018880_한온시스템.pdf,6,47
[정정]010060,OCI홀딩스,2024,10745,[정정]010060_OCI홀딩스.pdf,35,91
058650,세아홀딩스,2024,3634,058650_세아홀딩스.pdf,23,40
018500,동원금속,2024,1628,018500_동원금속.pdf,11,18
089590,제주항공,2024,4483,089590_제주항공.pdf,15,32
452260,한화갤러리아,2024,5274,452260_한화갤러리아.pdf,5,31
013570,디와이,2024,14448,013570_디와이.pdf,15,85
009680,모토닉,2024,3613,009680_모토닉.pdf,15,33
101140,인바이오젠,2024,2271,101140_인바이오젠.pdf,46,57
008730,율촌화학,2024,6454,008730_율촌화학.pdf,5,32
019170,신풍제약,2024,4242,019170_신풍제약.pdf,18,37
023530,롯데쇼핑,2024,14802,023530_롯데쇼핑.pdf,25,73
004410,서울식품공업,2024,4908,004410_서울식품공업.pdf,15,34
016800,퍼시스,2024,3366,016800_퍼시스.pdf,13,29
200880,서연이화,2024,5357,200880_서연이화.pdf,16,37
[정정]248070,솔루엠,2024,6825,[정정]248070_솔루엠.pdf,7,38
010140,삼성중공업,2024,1835,010140_삼성중공업.pdf,16,24
096770,SK이노베이션,2024,23547,096770_SK이노베이션.pdf,12,121
[정정]007280,한국특강,2024,1689,[정정]007280_한국특강.pdf,23,31
403550,쏘카,2024,7321,403550_쏘카.pdf,4,35
008350,남선알미늄,2024,6843,008350_남선알미늄.pdf,17,43
006280,녹십자,2024,37475,006280_녹십자.pdf,25,180
[정정]001120,LX인터내셔널,2024,6938,[정정]001120_LX인터내셔널.pdf,121,148
404990,신한서부티엔디리츠,2024,622,404990_신한서부티엔디리츠.pdf,10,15
058850,KTcs,2024,8473,058850_KTcs.pdf,19,54
377740,바이오노트,2024,12589,377740_바이오노트.pdf,15,64
323410,카카오뱅크,2024,6985,323410_카카오뱅크.pdf,5,30
001020,페이퍼코리아,2024,3723,001020_페이퍼코리아.pdf,12,41
009070,케이씨티시,2024,5997,009070_케이씨티시.pdf,17,42
102260,동성케미컬,2024,7739,102260_동성케미컬.pdf,13,43
[정정]082640,동양생명,2024,7721,[정정]082640_동양생명.pdf,2,41
023800,인지컨트롤스,2024,7152,023800_인지컨트롤스.pdf,5,33
[정정]012630,HDC,2024,20118,[정정]012630_HDC.pdf,20,93
008970,동양철관,2024,4118,008970_동양철관.pdf,13,37
108670,LX하우시스,2024,3839,108670_LX하우시스.pdf,20,34
214390,경보제약,2024,9790,214390_경보제약.pdf,12,50
006260,LS,2024,22598,006260_LS.pdf,6,95
326030,에스케이바이오팜,2024,13747,326030_에스케이바이오팜.pdf,5,60
140910,에이리츠,2024,1873,140910_에이리츠.pdf,12,20
145210,다이나믹디자인,2024,6830,145210_다이나믹디자인.pdf,32,54
006040,동원산업,2024,20891,006040_동원산업.pdf,46,147
204210,스타에스엠리츠,2024,5198,204210_스타에스엠리츠.pdf,5,35
[정정]010140,삼성중공업,2024,1835,[정정]010140_삼성중공업.pdf,31,39
111380,동인기연,2024,6051,111380_동인기연.pdf,16,43
023590,다우기술,2024,20090,023590_다우기술.pdf,23,109
025890,한국주강,2024,3349,025890_한국주강.pdf,9,31
007810,코리아써키트,2024,5276,007810_코리아써키트.pdf,15,34
298000,효성화학,2024,5345,298000_효성화학.pdf,20,40
123690,한국화장품,2024,1669,123690_한국화장품.pdf,10,19
[정정]000720,현대건설,2024,13385,[정정]000720_현대건설.pdf,29,77
[정정]071320,지역난방공사,2024,7624,[정정]071320_지역난방공사.pdf,44,84
001550,조비,2024,2042,001550_조비.pdf,15,28
070960,모나용평,2024,4550,070960_모나용평.pdf,18,44
002760,보락,2024,4535,002760_보락.pdf,11,31
005820,원림,2024,4887,005820_원림.pdf,14,39
025820,이구산업,2024,2520,025820_이구산업.pdf,15,31
102280,쌍방울,2024,5392,102280_쌍방울.pdf,18,42
[정정]055490,테이팩스,2024,3066,[정정]055490_테이팩스.pdf,9,26
281820,케이씨텍,2024,3492,281820_케이씨텍.pdf,17,30
[정정]000070,삼양홀딩스,2024,10204,[정정]000070_삼양홀딩스.pdf,193,230
097230,HJ중공업,2024,8157,097230_HJ중공업.pdf,19,47
[정정]457190,이수스페셜티케미컬,2024,2593,[정정]457190_이수스페셜티케미컬.pdf,17,31
120030,조선선재,2024,1561,120030_조선선재.pdf,9,16
097950,CJ제일제당,2024,6555,097950_CJ제일제당.pdf,6,31
009970,영원무역홀딩스,2024,0,009970_영원무역홀딩스.pdf,-1,-1
017810,풀무원,2024,5390,017810_풀무원.pdf,12,33
[정정]143210,핸즈코퍼레이션,2024,6597,[정정]143210_핸즈코퍼레이션.pdf,20,46
[정정]016090,대현,2024,2294,[정정]016090_대현.pdf,13,23
101530,해태제과식품,2024,5121,101530_해태제과식품.pdf,14,32
015590,KIB플러그에너지,2024,2729,015590_KIB플러그에너지.pdf,29,42
001520,동양,2024,2617,001520_동양.pdf,19,30
095720,웅진씽크빅,2024,11281,095720_웅진씽크빅.pdf,16,52
[정정]000760,이화산업,2024,2186,[정정]000760_이화산업.pdf,14,25
017860,DS단석,2024,6994,017860_DS단석.pdf,15,44
004380,삼익THK,2024,5166,004380_삼익THK.pdf,13,45
000850,화천기공,2024,5234,000850_화천기공.pdf,11,37
001750,한양증권,2024,4186,001750_한양증권.pdf,15,38
023960,에쓰씨엔지니어링,2024,4115,023960_에쓰씨엔지니어링.pdf,20,37
081660,휠라홀딩스,2024,6259,081660_휠라홀딩스.pdf,12,35
[정정]005300,롯데칠성음료,2024,9984,[정정]005300_롯데칠성음료.pdf,39,85
075180,새론오토모티브,2024,4014,075180_새론오토모티브.pdf,9,30
[정정]002380,케이씨씨,2024,11505,[정정]002380_케이씨씨.pdf,165,225
123700,에스제이엠,2024,5208,123700_에스제이엠.pdf,18,41
035150,백산,2024,2077,035150_백산.pdf,12,21
001440,대한전선,2024,6735,001440_대한전선.pdf,5,34
006060,화승인더스트리,2024,9059,006060_화승인더스트리.pdf,15,55
204320,HL만도,2024,8099,204320_HL만도.pdf,16,45
026890,스틱인베스트먼트,2024,6750,026890_스틱인베스트먼트.pdf,5,36
034300,신세계건설,2024,4065,034300_신세계건설.pdf,17,34
009440,KC그린홀딩스,2024,1546,009440_KC그린홀딩스.pdf,13,18
029530,신도리코,2024,3086,029530_신도리코.pdf,15,29
128940,한미약품,2024,4514,128940_한미약품.pdf,14,35
010040,한국내화,2024,2567,010040_한국내화.pdf,14,32
[정정]001230,동국홀딩스,2024,13596,[정정]001230_동국홀딩스.pdf,116,177
018260,삼성에스디에스,2024,6609,018260_삼성에스디에스.pdf,14,36
010780,아이에스동서,2024,5693,010780_아이에스동서.pdf,24,45
294870,HDC현대산업개발,2024,5573,294870_HDC현대산업개발.pdf,19,44
[정정]002990,금호건설,2024,4509,[정정]002990_금호건설.pdf,24,43
010420,한솔피엔에스,2024,4099,010420_한솔피엔에스.pdf,14,36
139130,DGB금융지주,2024,19517,139130_DGB금융지주.pdf,23,100
001780,알루코,2024,7330,001780_알루코.pdf,17,46
002690,동일제강,2024,3047,002690_동일제강.pdf,12,28
005380,현대자동차,2024,11808,005380_현대자동차.pdf,28,65
[정정]294870,HDC현대산업개발,2024,5573,[정정]294870_HDC현대산업개발.pdf,37,62
005940,NH투자증권,2024,13651,005940_NH투자증권.pdf,32,98
402340,SK스퀘어,2024,16044,402340_SK스퀘어.pdf,6,62
161000,애경케미칼,2024,8782,161000_애경케미칼.pdf,5,34
[정정]017180,명문제약,2024,3388,[정정]017180_명문제약.pdf,14,33
004000,롯데정밀화학,2024,2745,004000_롯데정밀화학.pdf,13,24
100220,비상교육,2024,568,100220_비상교육.pdf,14,15
017550,수산중공업,2024,3607,017550_수산중공업.pdf,17,33
014160,대영포장,2024,1952,014160_대영포장.pdf,14,25
128820,대성산업,2024,3475,128820_대성산업.pdf,28,41
227840,현대코퍼레이션홀딩스,2024,3805,227840_현대코퍼레이션홀딩스.pdf,12,26
134790,시디즈,2024,2982,134790_시디즈.pdf,10,23
271940,일진하이솔루스,2024,5980,271940_일진하이솔루스.pdf,11,32
119650,KC코트렐,2024,8365,119650_KC코트렐.pdf,5,37
005680,삼영전자공업,2024,2284,005680_삼영전자공업.pdf,12,23
003120,일성아이에스,2024,5150,003120_일성아이에스.pdf,12,33
100090,SK오션플랜트,2024,3530,100090_SK오션플랜트.pdf,19,31
[정정]009440,KC그린홀딩스,2024,1546,[정정]009440_KC그린홀딩스.pdf,17,22
000910,유니온,2024,5033,000910_유니온.pdf,11,32
003200,일신방직,2024,4564,003200_일신방직.pdf,17,40
[정정]005960,동부건설,2024,12573,[정정]005960_동부건설.pdf,8,57
339770,교촌에프앤비,2024,5623,339770_교촌에프앤비.pdf,5,30
039570,HDC랩스,2024,5624,039570_HDC랩스.pdf,21,37
[정정]377300,카카오페이,2024,21654,[정정]377300_카카오페이.pdf,3,93
002240,고려제강,2024,2513,002240_고려제강.pdf,12,25
006220,제주은행,2024,3581,006220_제주은행.pdf,12,26
037270,YG PLUS,2024,5009,037270_YG PLUS.pdf,15,34
036580,팜스코,2024,7842,036580_팜스코.pdf,18,75
011390,부산산업,2024,7313,011390_부산산업.pdf,12,49
103590,일진전기,2024,3462,103590_일진전기.pdf,15,34
007160,사조산업,2024,4093,007160_사조산업.pdf,14,31
001430,세아베스틸지주,2024,526,001430_세아베스틸지주.pdf,17,18
010620,HD현대미포,2024,3604,010620_HD현대미포.pdf,16,39
139480,이마트,2024,19749,139480_이마트.pdf,27,95
086790,하나금융지주,2024,22803,086790_하나금융지주.pdf,27,106
000120,CJ대한통운,2024,5882,000120_CJ대한통운.pdf,23,43
000240,한국앤컴퍼니,2024,5319,000240_한국앤컴퍼니.pdf,16,40
[정정]001570,금양,2024,610,[정정]001570_금양.pdf,2,3
084680,이월드,2024,3642,084680_이월드.pdf,17,31
001680,대상,2024,8733,001680_대상.pdf,21,53
[정정]111110,호전실업,2024,6746,[정정]111110_호전실업.pdf,9,35
377300,카카오페이,2024,16745,377300_카카오페이.pdf,6,69
[정정]006220,제주은행,2024,3700,[정정]006220_제주은행.pdf,15,29
009460,한창제지,2024,2146,009460_한창제지.pdf,12,25
009180,한솔로지스틱스,2024,3316,009180_한솔로지스틱스.pdf,16,29
133820,화인베스틸,2024,5556,133820_화인베스틸.pdf,4,36
006340,대원전선,2024,3682,006340_대원전선.pdf,14,43
016580,환인제약,2024,4734,016580_환인제약.pdf,12,34
298040,효성중공업,2024,6275,298040_효성중공업.pdf,26,47
002420,세기상사,2024,1473,002420_세기상사.pdf,15,23
[정정]014130,한익스프레스,2024,5944,[정정]014130_한익스프레스.pdf,20,47
[정정]402340,SK스퀘어,2024,16044,[정정]402340_SK스퀘어.pdf,8,64
011690,와이투솔루션,2024,2939,011690_와이투솔루션.pdf,16,29
[정정]019490,하이트론씨스템즈,2024,1647,[정정]019490_하이트론씨스템즈.pdf,17,26
117580,대성에너지,2024,5555,117580_대성에너지.pdf,22,49
002450,삼익악기,2024,5473,002450_삼익악기.pdf,5,28
024070,WISCOM,2024,3829,024070_WISCOM.pdf,11,32
000390,삼화페인트공업,2024,6216,000390_삼화페인트공업.pdf,19,49
011280,태림포장,2024,4220,011280_태림포장.pdf,5,36
033780,케이티앤지,2024,10174,033780_케이티앤지.pdf,22,56
012280,영화금속,2024,2291,012280_영화금속.pdf,12,23
000860,강남제비스코,2024,9501,000860_강남제비스코.pdf,11,45
033920,무학,2024,5424,033920_무학.pdf,5,28
